LOCATION,IMAGE,ROTATION,LONGITUDE,LATITUDE
16 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_152_cam2.jpg,,-122.8005668,49.03120367
16 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_168_cam1.jpg,,-122.7569806,49.03099997
16 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_192_cam1.jpg,,-122.6911789,49.03100236
16 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_16_kgbv_cam1.jpg,,-122.77581,49.0311406
18 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_18_152_cam1.jpg,,-122.8013883,49.03465145
20 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_20_152_cam1.jpg,,-122.8013661,49.03827304
20 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_20_kgbv_cam1.jpg,,-122.7844311,49.03814266
24 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_148_cam1.jpg,,-122.8123668,49.04553779
24 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_152_cam1.jpg,,-122.8013078,49.04550048
24 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_152_cam2.jpg,,-122.8013391,49.04524743
24 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_160_cam1.jpg,,-122.778919,49.04539155
24 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_192_cam1.jpg,,-122.6912768,49.04557417
24 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_24_kgbv_cam1.jpg,,-122.7932209,49.04550933
176 St And 56 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/84.jpg,,-122.738465,49.10408167
176 St And 56 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/85.jpg,,-122.7382944,49.10416014
176 St And 8 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/477.jpg,,-122.7352445,49.01657723
176 St And 8 Ave,http://images.drivebc.ca/bchighwaycam/pub/cameras/447.jpg,,-122.7352307,49.01673857
No 99 Hwy And 32 Ave Div,http://images.drivebc.ca/bchighwaycam/pub/cameras/284.jpg,,-122.8080704,49.06320376
No 99 Hwy And 32 Ave Div,http://images.drivebc.ca/bchighwaycam/pub/cameras/285.jpg,,-122.8075204,49.06336293
No 99 Hwy And Mud Bay,http://images.drivebc.ca/bchighwaycam/pub/cameras/313.jpg,,-122.8700376,49.09002875
No 99 Hwy And Mud Bay,http://images.drivebc.ca/bchighwaycam/pub/cameras/314.jpg,,-122.8699258,49.09121865
King George Blvd And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/393.jpg,,-122.8222553,49.07405427
King George Blvd And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/390.jpg,,-122.8235767,49.07450994
No 99 Hwy And King George Blvd,http://images.drivebc.ca/bchighwaycam/pub/cameras/391.jpg,,-122.8228627,49.07356158
No 99 Hwy And King George Blvd,http://images.drivebc.ca/bchighwaycam/pub/cameras/392.jpg,,-122.8229021,49.07472787
No 1 Hwy And 176 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/172.jpg,,-122.7867563,49.19413658
Port Mann Bridge And Loughren Dr,http://images.drivebc.ca/bchighwaycam/pub/cameras/275.jpg,,-122.807618,49.21003072
Pattullo Bridge Approach And 131 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/258.jpg,,-122.8592547,49.20746401
Beach Road And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/14.jpg,,-122.7580794,49.00730463
Beach Road And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/445.jpg,,-122.7571361,49.00784531
2 Ave And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/494.jpg,,-122.7347882,49.00704947
Peace Arch And No 99 Hwy,http://images.drivebc.ca/bchighwaycam/pub/cameras/13.jpg,,-122.7566869,49.00127282
Pacific Border Crossing And 176 St,http://images.drivebc.ca/bchighwaycam/pub/cameras/15.jpg,,-122.735765,49.00271185
32 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_152_cam1.jpg,,-122.8009323,49.06144988
32 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_152_cam2.jpg,,-122.8017902,49.06147885
32 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_160_cam1.jpg,,-122.7792977,49.05996295
32 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_168_cam1.jpg,,-122.7567136,49.06042526
32 Ave And 172 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_172_cam1.jpg,,-122.7458173,49.06006911
32 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_192_cam1.jpg,,-122.6913604,49.06020363
32 Ave And Croydon,http://cosmos.surrey.ca/TrafficCameraImages/enc_32_croydon_cam1.jpg,,-122.797161,49.06066026
62 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_62_kgbv_cam1.jpg,,-122.8447449,49.11563315
64 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_120_cam1.jpg,,-122.8901075,49.11920697
64 Ave And 124 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_124_cam1.jpg,,-122.8788326,49.11914346
64 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_128_cam1.jpg,,-122.8680217,49.11925442
64 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_132_cam1.jpg,,-122.8563257,49.11887079
64 Ave And 144 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_144_cam1.jpg,,-122.8234707,49.1189947
64 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_148_cam1.jpg,,-122.8123193,49.11899806
64 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_152_cam1.jpg,,-122.8008295,49.11872688
Crescent Rd And Bayview St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_152_cam2.jpg,,-122.8770952,49.05393224
64 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_168_cam1.jpg,,-122.7563587,49.11875936
64 Ave And 180 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_180_cam1.jpg,,-122.7224334,49.11883638
64 Ave And 188 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_188_cam1.jpg,,-122.7015913,49.11909436
64 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_fraser_cam1.jpg,,-122.6914297,49.11871739
64 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_kgbv_cam1.jpg,,-122.8452867,49.1187561
64 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_64_kgbv_cam1.jpg,,-122.8440884,49.1191439
66 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_66_120_cam1.jpg,,-122.8905582,49.12294142
68 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_128_cam1.jpg,,-122.8679686,49.12708873
68 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_158_cam1.jpg,,-122.8011598,49.12626043
68 Ave And 168 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_168_cam1.jpg,,-122.7566621,49.12561823
68 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_68_kgbv_cam1.jpg,,-122.8454046,49.1263227
72 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_120_cam1.jpg,,-122.8901352,49.13396136
72 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_120_cam2.jpg,,-122.8905271,49.13436546
72 Ave And 124 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_124_cam1.jpg,,-122.8792488,49.13401741
72 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_128_cam1.jpg,,-122.8676381,49.133792
72 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_132_cam1.jpg,,-122.8564777,49.13361144
72 Ave And 137 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_137_cam1.jpg,,-122.8426063,49.13347045
72 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_152_cam1.jpg,,-122.8011942,49.13268264
72 Ave And Comber Way,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_comber_cam1.jpg,,-122.8510014,49.13353519
72 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_kgbv_cam1.jpg,,-122.8457773,49.13342881
72 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_72_kgbv_cam2.jpg,,-122.8453996,49.1332604
76 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_76_kgbv_cam1.jpg,,-122.8454179,49.14050161
80 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_120_cam1.jpg,,-122.8905777,49.14846801
80 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_128_cam1.jpg,,-122.8681046,49.14803559
80 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_80_kgbv_cam1.jpg,,-122.8455056,49.14787176
84 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_84_152_cam1.jpg,,-122.8012752,49.1551877
88 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_128_cam1.jpg,,-122.8678269,49.16248788
88 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_132_cam1.jpg,,-122.8567028,49.16251632
88 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_140_cam1.jpg,,-122.8344589,49.16269168
88 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_152_cam1.jpg,,-122.801315,49.16271117
88 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_160_cam1.jpg,,-122.7786703,49.16265007
88 Ave And 162 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_162_cam1.jpg,,-122.7730504,49.16273691
88 Ave And 133A St,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_13400blk_cam1.jpg,,-122.8519444,49.16267916
88 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_fraser_cam1.jpg,,-122.7940657,49.16305829
88 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_fraser_cam2.jpg,,-122.7931192,49.16299529
88 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_kgbv_cam1.jpg,,-122.8455448,49.16252167
88 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_88_kgbv_cam2.jpg,,-122.8455508,49.16218401
92 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_92_120_cam1.jpg,,-122.8901084,49.17021896
92 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_92_kgbv_cam1.jpg,,-122.8460697,49.170288
94 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_94_192_cam1.jpg,,-122.6904257,49.17283153
96 Ave And 96 Connector,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_96connector_cam1.jpg,,-122.7112551,49.17710742
96 Ave And 96 Connector,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_96connector_cam2.jpg,,-122.7112551,49.17710742
96 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_120_cam1.jpg,,-122.8899595,49.17677783
96 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_120_cam1.jpg,,-122.8906276,49.17724671
96 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_128_cam1.jpg,,-122.8681834,49.17728405
96 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_132_cam1.jpg,,-122.8570303,49.17721706
96 Ave And 138 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_138_cam1.jpg,,-122.8401549,49.17711328
96 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_148_cam1.jpg,,-122.8120943,49.17678339
96 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_152_cam1.jpg,,-122.8008424,49.17671782
96 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_152_cam2.jpg,,-122.8015621,49.17694616
96 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_156_cam1.jpg,,-122.7901027,49.17675964
96 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_160_cam1.jpg,,-122.7786838,49.17681568
96 Ave And 162 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_16200_cam1.jpg,,-122.7732002,49.17693651
96 Ave And 175 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_172_176_cam1.jpg,,-122.7361136,49.1769208
96 Ave And 192 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_192_cam1.jpg,,-122.6907381,49.17685015
96 Ave And 196 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_196railway_cam1.jpg,,-122.679507,49.17691145
96 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_fraser_cam1.jpg,,-122.8283619,49.17640834
96 Ave And Fraser Hwy,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_fraser_cam2.jpg,,-122.8290479,49.17668388
96 Ave And Green Timbers Way,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_greentimbers_cam1.jpg,,-122.8248364,49.17690896
96 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_kgbv_cam1.jpg,,-122.8453797,49.17684976
96 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_96_kgbv_cam2.jpg,,-122.8439903,49.1771073
98 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_98_kgbv_cam1.jpg,,-122.8452813,49.180405
98 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_98_kgbv_cam2.jpg,,-122.8458603,49.18002112
99 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_99_120_cam1.jpg,,-122.8900321,49.18222312
100 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_128_cam1.jpg,,-122.8675527,49.18455146
100 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_140_cam1.jpg,,-122.8343099,49.18411369
100 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_148_cam1.jpg,,-122.8119064,49.18429764
100 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_152_cam1.jpg,,-122.8010466,49.18405074
100 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_kgbv_cam1.jpg,,-122.8456936,49.18413655
100 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_kgbv_cam1.jpg,,-122.8445151,49.18438927
100 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_100_whalley_cam1.jpg,,-122.8434192,49.18412534
102 Ave And City Parkway,http://cosmos.surrey.ca/TrafficCameraImages/enc_cityparkway_102_cam1.jpg,,-122.8475835,49.18774911
102 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_102_kgbv_cam1.jpg,,-122.845177,49.18774064
102 Ave And University Dr,http://cosmos.surrey.ca/TrafficCameraImages/enc_universitydr_102_cam1.jpg,,-122.8503853,49.18838067
103 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_103_160_cam1.jpg,,-122.7787346,49.18944588
104 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_120_cam1.jpg,,-122.889349,49.19358644
104 Ave And 128 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_128_cam1.jpg,,-122.8675614,49.19162177
104 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_132_cam1.jpg,,-122.8565978,49.19175418
104 Ave And 144 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_144_cam1.jpg,,-122.8232402,49.19161267
104 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_148_cam1.jpg,,-122.8125888,49.19158829
104 Ave And 150 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_150_cam1.jpg,,-122.8065814,49.19137315
104 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_152_cam1.jpg,,-122.801057,49.19128428
104 Ave And 154 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_154_cam1.jpg,,-122.795757,49.19142687
104 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_156_cam1.jpg,,-122.7895877,49.19149539
104 Ave And 158 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_hwy1_cam1.jpg,,-122.7818,49.19146137
104 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_kgbv_cam1.jpg,,-122.845579,49.19149235
104 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_kgbv_cam2.jpg,,-122.8451678,49.19103377
104 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_104_whalley_cam1.jpg,,-122.8420449,49.19145723
105 Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_105_152_cam1.jpg,,-122.8007046,49.19328928
108 Ave And 132 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_132_cam1.jpg,,-122.8563242,49.20158096
108 Ave And 140 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_140_cam1.jpg,,-122.834224,49.1987234
108 Ave And 148 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_148_cam1.jpg,,-122.8122902,49.19864093
108 Ave And 150 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_150_cam1.jpg,,-122.8061134,49.19880655
108 Ave And 156 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_156_cam1.jpg,,-122.7898317,49.19820546
108 Ave And 160 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_160_cam1.jpg,,-122.7785438,49.19890104
108 Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_kgbv_cam1.jpg,,-122.8453557,49.19874824
108 Ave And University Dr,http://cosmos.surrey.ca/TrafficCameraImages/enc_universitydr_108_cam1.jpg,,-122.8510506,49.19879504
108 Ave And Whalley Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_108_whalley_cam1.jpg,,-122.8423436,49.19878837
110 Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_110_120_cam1.jpg,,-122.8786924,49.20285249
102A Ave And 152 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_10300blk_152_cam1.jpg,,-122.801073,49.18907306
103A Ave And 120 St,http://cosmos.surrey.ca/TrafficCameraImages/enc_103a_120_cam1.jpg,,-122.8905104,49.19070451
105A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_105a_kgbv_cam1.jpg,,-122.8451195,49.19422826
107A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_107a_kgbv_cam1.jpg,,-122.8452671,49.19742792
107A Ave And King George Blvd,http://cosmos.surrey.ca/TrafficCameraImages/enc_107a_kgbv_cam2.jpg,,-122.8453903,49.19733253
